prot_IDs	usage
prot_P00044_exchange	0
prot_P00127_exchange	1
prot_P00128_exchange	1
prot_P00163_exchange	1
prot_P00175_exchange	0
prot_P00358_exchange	0
prot_P00359_exchange	0
prot_P00360_exchange	0.396358179928873
prot_P00401_exchange	1
prot_P00410_exchange	1
prot_P00420_exchange	1
prot_P00425_exchange	1
prot_P00427_exchange	1
prot_P00431_exchange	0
prot_P00445_exchange	0
prot_P00447_exchange	0
prot_P00498_exchange	0.211456748379209
prot_P00549_exchange	0.0523987994633471
prot_P00560_exchange	0.0138753558881264
prot_P00724_exchange	0
prot_P00815_exchange	0.0130693533327976
prot_P00817_exchange	0.00360741709741633
prot_P00830_exchange	0.0815918114979551
prot_P00854_exchange	0.795514749388066
prot_P00856_exchange	0.795514749388066
prot_P00890_exchange	0.175611175132453
prot_P00899_exchange	0.377308102114983
prot_P00924_exchange	0.0610897852875065
prot_P00927_exchange	0.00882866442471933
prot_P00931_exchange	1
prot_P00937_exchange	0.586516861772211
prot_P00942_exchange	0.000788613141404478
prot_P00950_exchange	0.0705845915092453
prot_P00958_exchange	1
prot_P03962_exchange	0.00548661880331055
prot_P03965_exchange	0.00097432625499874
prot_P04037_exchange	1
prot_P04039_exchange	1
prot_P04046_exchange	0.0235273207082573
prot_P04076_exchange	0.000368882496930884
prot_P04161_exchange	0.397143173815969
prot_P04801_exchange	0.872907819869969
prot_P04802_exchange	0.199696976506051
prot_P04806_exchange	0
prot_P04807_exchange	0
prot_P05030_exchange	0
prot_P05150_exchange	0.0105766132605035
prot_P05373_exchange	5.91775807893325e-05
prot_P05375_exchange	0.104262406716662
prot_P05626_exchange	0.795514749388066
prot_P05694_exchange	0.666662078903857
prot_P06106_exchange	0
prot_P06115_exchange	0
prot_P06168_exchange	0.205198306561449
prot_P06169_exchange	0.0100400162953646
prot_P06208_exchange	0.0871385841091408
prot_P06738_exchange	0
prot_P07143_exchange	1
prot_P07149_exchange	0.47249029276753
prot_P07170_exchange	0.478254610614637
prot_P07172_exchange	0.000245202733967978
prot_P07244_exchange	0.139207836627985
prot_P07245_exchange	0.145812504757067
prot_P07246_exchange	0
prot_P07251_exchange	0.0815918114979551
prot_P07255_exchange	1
prot_P07256_exchange	1
prot_P07257_exchange	1
prot_P07258_exchange	0.0150613105134667
prot_P07259_exchange	0.00262668113442096
prot_P07262_exchange	0.372093225067001
prot_P07263_exchange	0.0176540294585991
prot_P07264_exchange	0.510184461266036
prot_P07275_exchange	0
prot_P07277_exchange	0.163867078010857
prot_P07283_exchange	1
prot_P07284_exchange	0.294469100914932
prot_P07285_exchange	0.250886024346457
prot_P07342_exchange	1
prot_P07347_exchange	0
prot_P07702_exchange	0.142258298076878
prot_P07806_exchange	0.0597852023877526
prot_P07991_exchange	0.000644966931170465
prot_P08067_exchange	1
prot_P08417_exchange	0.0191125163794545
prot_P08456_exchange	0.0137959836277445
prot_P08524_exchange	0.999334903511825
prot_P08525_exchange	1
prot_P08536_exchange	0
prot_P08566_exchange	0.249718302647956
prot_P08679_exchange	0
prot_P09201_exchange	0
prot_P09436_exchange	0.0359244826167882
prot_P09440_exchange	0
prot_P09457_exchange	0.795514749388066
prot_P09624_exchange	0.450729747530883
prot_P09938_exchange	0
prot_P10174_exchange	1
prot_P10614_exchange	0.390311850146646
prot_P10659_exchange	0.569669291120181
prot_P10869_exchange	0.0160902583841337
prot_P10963_exchange	0
prot_P11154_exchange	0.350303219169584
prot_P11353_exchange	0.00103543769721185
prot_P11412_exchange	0.0581496364589053
prot_P11986_exchange	0.189883788902491
prot_P12683_exchange	0.130472667869897
prot_P12695_exchange	0.79991818082317
prot_P12709_exchange	0.0441276006799531
prot_P12945_exchange	0
prot_P13188_exchange	0.513466725866161
prot_P13298_exchange	0.0684831126506839
prot_P13663_exchange	0.00909820032136265
prot_P13711_exchange	0
prot_P14020_exchange	0.0733710817708326
prot_P14065_exchange	0
prot_P14540_exchange	0.125334529266614
prot_P14742_exchange	0
prot_P14843_exchange	0
prot_P14904_exchange	0
prot_P15019_exchange	0
prot_P15180_exchange	0.0293319444999412
prot_P15202_exchange	0
prot_P15274_exchange	0
prot_P15454_exchange	8.72879986331154e-05
prot_P15496_exchange	0.000105551742504637
prot_P15624_exchange	0.00279362194987497
prot_P15625_exchange	0.00254840140359502
prot_P15703_exchange	0
prot_P16120_exchange	0.000490882723432966
prot_P16140_exchange	0
prot_P16387_exchange	0.928439859595446
prot_P16451_exchange	1
prot_P16550_exchange	0.00509064095512962
prot_P16603_exchange	0.160902185274144
prot_P16861_exchange	0
prot_P16862_exchange	0.266469671656372
prot_P17255_exchange	0
prot_P17423_exchange	0.116408829917087
prot_P17505_exchange	0.0474482249556845
prot_P17649_exchange	0.606838557807113
prot_P17709_exchange	0.101716496312969
prot_P18408_exchange	1
prot_P18544_exchange	1
prot_P18562_exchange	0
prot_P19097_exchange	0.411057918264534
prot_P19262_exchange	1
prot_P19358_exchange	0
prot_P19414_exchange	0.184678232871883
prot_P19516_exchange	1
prot_P19657_exchange	0
prot_P19881_exchange	0
prot_P20049_exchange	1
prot_P20051_exchange	1
prot_P20485_exchange	0
prot_P20967_exchange	0.554284373042511
prot_P21147_exchange	1
prot_P21182_exchange	0
prot_P21264_exchange	0.0210467715816673
prot_P21306_exchange	0.795514749388066
prot_P21524_exchange	1
prot_P21801_exchange	0.192527555067718
prot_P21954_exchange	0.153367537727761
prot_P22133_exchange	0.00200746721898221
prot_P22217_exchange	0
prot_P22289_exchange	1
prot_P22768_exchange	0.0155049410277281
prot_P22803_exchange	0.0950600708959239
prot_P22855_exchange	0
prot_P23202_exchange	0
prot_P23254_exchange	0.115395588071683
prot_P23542_exchange	0.0145825543239902
prot_P23776_exchange	0
prot_P24521_exchange	1
prot_P25087_exchange	0
prot_P25340_exchange	1
prot_P25372_exchange	0
prot_P25605_exchange	0
prot_P26263_exchange	0
prot_P26637_exchange	0.122211463504203
prot_P27616_exchange	0.0100884026129148
prot_P27796_exchange	0
prot_P27810_exchange	0
prot_P28240_exchange	1
prot_P28241_exchange	0.751025854205825
prot_P28273_exchange	0
prot_P28274_exchange	0
prot_P28321_exchange	0
prot_P28777_exchange	1
prot_P28834_exchange	1
prot_P29509_exchange	0.0142921059197527
prot_P29704_exchange	0.60870729806431
prot_P29952_exchange	0.0451967375471845
