uniprotID_S288c	GeneName_S288C	Standard _A	Standard _B	Standard _C	High_temperature_A	High_temperature_B	High_temperature_C	Low_pH_A	Low_pH_B	Low_pH_C	Osmotic_stress _A	Osmotic_stress _B	Osmotic_stress _C
P00937	YKL211C	2.24507E-06	2.33386E-06	2.47338E-06	1.49879E-06	2.40128E-06	1.20064E-06	2.12504E-06	1.71518E-06	1.87556E-06	2.93337E-06	3.07446E-06	3.11561E-06
P39079	YDR188W	1.873E-06	2.1436E-06	2.06326E-06	1.92183E-06	1.46656E-06	1.94601E-06	1.77755E-06	1.77309E-06	2.1384E-06	2.20444E-06	2.06923E-06	2.37491E-06
P31412	YKL080W	2.1436E-06	2.28735E-06	2.87081E-06	2.58662E-06	2.98952E-06	1.92989E-06	2.38788E-06	2.62845E-06	2.28096E-06	4.02089E-06	5.54343E-06	3.19203E-06
P25623	YCR030C	7.399E-07	1.16693E-06	9.47072E-07	1.43835E-06	9.95163E-07	1.18453E-06	1.05138E-06	8.8209E-07	7.79625E-07	9.8171E-07	1.02874E-06	5.83735E-07
P43603	YFR024C-A	1.46712E-06	1.5855E-06	1.87723E-06	1.61966E-06	1.90169E-06	2.00241E-06	1.68845E-06	2.5349E-06	1.79982E-06	2.2691E-06	3.32723E-06	2.25734E-06
P32793	YHR016C	6.63796E-07	6.21516E-07	9.9358E-07	7.01046E-07	5.80176E-07	8.66235E-07	7.9299E-07	8.68725E-07	6.19245E-07	5.93729E-07	1.02874E-06	6.87785E-07
P26785	YNL069C	4.4394E-06	4.8622E-06	3.60648E-06	5.72118E-06	3.86784E-06	3.8477E-06	6.63795E-06	5.0787E-06	4.12533E-06	2.83344E-06	6.40757E-06	2.49836E-06
P26784	YIL133C	2.38882E-06	2.82008E-06	2.56217E-06	4.99596E-06	4.51248E-06	6.16437E-06	3.98723E-06	3.7422E-06	4.8114E-06	4.33245E-06	7.34813E-06	3.12148E-06
P29509	YDR353W	3.32744E-06	3.92781E-06	3.24288E-06	4.31103E-06	4.47219E-06	2.24818E-06	2.5839E-06	1.84437E-06	3.10959E-06	4.93794E-06	4.10907E-06	3.89157E-06
P38816	YHR106W	5.79236E-07	9.9358E-07	5.62324E-07	4.8348E-07	7.05075E-07	3.89604E-07	4.49955E-07	4.94505E-07	3.50163E-07	6.81906E-07	4.63226E-07	5.99607E-07
Q02326	YML073C	6.17288E-06	6.68024E-06	6.38428E-06	6.80901E-06	8.01771E-06	8.42061E-06	7.9299E-06	7.79625E-06	7.5735E-06	9.58196E-06	7.64205E-06	7.40691E-06
P05739	YLR448W	6.17288E-06	5.79236E-06	6.38428E-06	7.69539E-06	7.09104E-06	7.41336E-06	8.8209E-06	7.79625E-06	8.5536E-06	1.07577E-05	4.46766E-06	6.40757E-06
Q03558	YHR179W	1.53899E-06	4.27028E-07	3.98278E-08	7.05075E-07	2.34085E-06	1.87349E-06	2.07158E-06	2.28096E-06	1.68399E-06	4.29718E-06	2.92749E-06	2.15741E-06
P41816	YPL171C	2.96806E-07	0	0	0	4.99596E-08	0	1.61271E-06	2.02257E-06	1.43897E-06	6.70149E-08	7.0542E-08	5.93729E-08
P41810	YDR238C	7.06076E-07	5.15816E-07	7.99092E-07	4.59306E-07	6.16437E-07	6.48669E-07	4.25898E-07	3.46599E-07	9.84555E-07	1.35206E-06	8.70018E-07	7.28934E-07
Q08972	YPL226W	5.15816E-07	3.77138E-07	5.41184E-07	8.94438E-07	5.60031E-07	8.74293E-07	6.01425E-07	3.91595E-07	5.39055E-07	7.52448E-07	7.11299E-07	8.05355E-07
P49723	YGR180C	2.25352E-06	5.53868E-06	2.8835E-06	1.89363E-06	2.92103E-06	2.34085E-06	4.21443E-06	2.52599E-06	3.86249E-06	2.6512E-06	2.37491E-06	2.33376E-06
P02992	YOR187W	2.90041E-06	1.70811E-06	2.8835E-06	2.19983E-06	2.04673E-06	1.89363E-06	2.47698E-06	2.23196E-06	2.18741E-06	2.44546E-06	3.23318E-06	3.00979E-06
P04046	YMR300C	1.85609E-06	1.73771E-06	1.93642E-06	1.21676E-06	1.09589E-06	1.112E-06	1.43897E-06	1.40333E-06	2.36561E-06	2.98628E-06	2.29262E-06	2.38667E-06
P02407	YML024W	1.15847E-05	0.000009513	8.07548E-06	9.70989E-06	6.56727E-06	1.20064E-05	1.01129E-05	1.51916E-05	1.07811E-05	1.36381E-05	1.42848E-05	1.19921E-05
Q03195	YDR091C	1.45866E-06	1.21344E-06	1.01472E-06	1.51893E-06	1.42627E-06	2.07091E-06	1.26522E-06	1.10484E-06	1.06029E-06	2.12802E-06	1.8047E-06	1.1757E-06
P18544	YOL140W	3.35703E-06	2.57485E-06	3.02725E-06	1.18856E-06	2.93714E-06	2.2643E-06	2.8512E-06	3.13632E-06	3.73775E-06	1.66949E-06	3.39189E-06	3.16263E-06
P07275	YHR037W	1.04854E-06	1.62355E-06	1.76308E-06	1.4585E-06	1.85334E-06	9.2667E-07	1.9602E-06	1.47906E-06	1.79537E-06	3.48595E-06	3.12148E-06	2.84519E-06
P28274	YBL039C	8.83652E-07	9.7244E-07	7.22988E-07	6.24495E-07	1.04754E-06	7.69539E-07	8.019E-07	1.0202E-06	6.90525E-07	1.60483E-06	1.4755E-06	1.41084E-06
P38627	YJR103W	6.08832E-07	5.7078E-07	5.20044E-07	7.45365E-07	1.19661E-06	9.22641E-07	4.7223E-07	6.3261E-07	6.9498E-07	4.32658E-07	5.93729E-07	3.80927E-07
P47143	YJR105W	5.11588E-06	5.20044E-06	5.24272E-06	3.55358E-06	4.06929E-06	2.75987E-06	3.61301E-06	3.60855E-06	4.34808E-06	4.97909E-06	4.70868E-06	3.95623E-06
P04821	YLR310C	0	0	0	6.08379E-09	6.32553E-09	7.49394E-09	0	0	0	8.52383E-09	0	0
P27476	YGR159C	1.71234E-06	2.10977E-06	1.9787E-06	1.65995E-06	1.49879E-06	2.05479E-06	1.96911E-06	3.23879E-06	2.65073E-06	4.07968E-06	4.69104E-06	3.9386E-06
P07560	YFL005W	3.90667E-06	3.66145E-06	2.72283E-06	2.75181E-06	3.42062E-06	3.40048E-06	2.53935E-06	2.28542E-06	2.50371E-06	3.15675E-06	3.3096E-06	4.05617E-06
P01123	YFL038C	2.85813E-06	1.6151E-06	1.58127E-06	1.90572E-06	1.51088E-06	1.79291E-06	9.57825E-07	1.47015E-06	2.11613E-06	2.66884E-06	4.31482E-06	2.3514E-06
Q99260	YLR262C	7.52584E-07	3.83902E-07	8.07548E-07	9.75018E-07	1.01531E-06	7.81626E-07	5.83605E-07	6.4152E-07	7.0389E-07	1.70477E-07	5.06139E-07	4.25016E-07
P09232	YEL060C	1.49248E-06	1.39947E-06	2.05058E-06	8.74293E-07	1.03948E-06	9.38757E-07	1.68845E-06	2.01366E-06	1.54589E-06	1.39908E-06	1.11692E-06	1.89288E-06
P54861	YLL001W	7.99092E-07	9.63984E-07	1.16693E-06	9.62931E-07	7.97742E-07	1.06769E-06	5.39055E-07	8.77635E-07	1.18949E-06	1.07577E-06	1.73416E-06	1.59307E-06
P16649	YCR084C	8.6674E-07	9.21704E-07	0.000001057	1.15632E-06	8.62206E-07	1.28928E-06	7.6626E-07	9.48915E-07	5.03415E-07	1.16394E-06	1.53429E-06	8.99411E-07
Q08977	YPL260W	1.65315E-06	1.54745E-06	1.28954E-06	1.89766E-06	1.79291E-06	1.71635E-06	1.13603E-06	9.5337E-07	1.20285E-06	2.90986E-06	2.53363E-06	2.79229E-06
P46672	YGL105W	1.6912E-06	2.43533E-06	2.04212E-06	3.05398E-06	2.86865E-06	1.75664E-06	3.10514E-06	2.50371E-06	1.84883E-06	3.45656E-06	2.82168E-06	2.36904E-06
P21243	YGL011C	4.73536E-06	4.4394E-06	5.0736E-06	3.98468E-06	4.14987E-06	7.57452E-06	6.19245E-06	6.81615E-06	3.36798E-06	7.0542E-06	8.17112E-06	6.87785E-06
Q04869	YMR315W	3.28093E-06	3.80943E-06	2.55371E-06	2.14746E-06	4.31103E-06	2.65108E-06	2.84229E-06	3.82239E-06	4.58865E-06	3.86217E-06	4.05029E-06	4.64402E-06
P05453	YDR172W	0.000001057	1.11619E-06	1.13733E-06	7.81626E-07	1.04351E-06	1.09992E-06	1.03356E-06	1.26077E-06	1.24295E-06	1.56956E-06	2.20444E-06	1.24036E-06
P15703	YGR282C	2.22393E-06	2.0844E-06	3.67413E-06	2.52618E-06	2.63094E-06	1.93795E-06	2.02257E-06	2.22305E-06	2.43243E-06	3.53886E-06	4.76746E-06	4.47942E-06
P07283	YFL045C	3.5642E-06	6.1306E-06	5.03132E-06	3.45688E-06	2.66317E-06	4.87509E-06	5.0787E-06	3.99614E-06	4.94505E-06	6.93663E-06	6.52514E-06	4.26779E-06
P12695	YNL071W	1.79267E-06	1.09082E-06	2.10554E-06	2.53827E-06	1.37792E-06	2.09911E-06	9.04365E-07	1.34096E-06	1.47015E-06	1.36969E-06	2.49836E-06	2.86283E-06
P38715	YHR104W	2.81585E-06	3.00611E-06	2.81585E-06	2.6954E-06	3.92022E-06	4.19016E-06	3.4749E-06	3.44817E-06	3.77339E-06	8.11233E-06	1.05225E-05	9.99345E-06
P32497	YMR309C	1.50517E-06	4.98904E-07	7.1876E-07	6.0435E-07	5.47944E-07	6.48669E-07	4.85595E-07	6.1479E-07	9.66735E-07	1.21685E-06	1.5578E-06	1.56368E-06
P46654	YLR048W	4.16035E-06	4.98904E-06	2.90041E-06	4.47219E-06	3.64222E-06	3.74697E-06	4.6332E-06	3.55064E-06	6.81615E-06	4.90267E-06	5.13781E-06	6.17243E-06
P39077	YJL014W	1.93642E-06	1.81381E-06	1.49671E-06	1.4585E-06	1.34569E-06	1.21676E-06	1.66617E-06	1.47906E-06	1.43451E-06	2.78641E-06	2.6512E-06	2.01045E-06
P32377	YNR043W	2.71438E-06	2.25352E-06	1.67852E-06	1.53908E-06	2.65511E-06	1.90169E-06	2.10276E-06	2.05376E-06	2.5349E-06	3.1979E-06	2.61005E-06	2.8158E-06
Q04947	YDR233C	3.74178E-06	3.50501E-06	3.28516E-06	3.96454E-06	2.87268E-06	3.41256E-06	3.27443E-06	2.42798E-06	2.65964E-06	3.35662E-06	3.00391E-06	2.11626E-06
P43593	YFR010W	1.91951E-06	1.39947E-06	1.49248E-06	1.6116E-06	1.68009E-06	1.76873E-06	1.31868E-06	1.63499E-06	1.20731E-06	2.52776E-06	3.54474E-06	3.24493E-06
P00445	YJR104C	9.9358E-06	6.04604E-06	1.16693E-05	1.53102E-05	1.21273E-05	1.43835E-05	8.68725E-06	1.06475E-05	1.16721E-05	8.87654E-06	6.64271E-06	6.70149E-06
P32288	YPR035W	1.72925E-06	1.62355E-06	1.20498E-06	7.93713E-07	1.5149E-06	1.50685E-06	2.60618E-06	3.50163E-06	3.13632E-06	2.38667E-06	2.50424E-06	3.48595E-06
P35844	YPL145C	2.09709E-06	1.72502E-06	1.84341E-06	1.34166E-06	3.37227E-06	1.91378E-06	2.0493E-06	9.75645E-07	1.71963E-06	1.60483E-06	3.26257E-06	3.66818E-06
Q02821	YNL189W	1.50517E-06	1.58973E-06	1.61087E-06	8.21916E-07	1.15632E-06	4.19016E-07	1.47015E-06	1.61717E-06	1.40333E-06	1.99869E-06	2.85695E-06	2.39843E-06
P38754	YHL001W	1.0274E-05	7.10304E-06	6.21516E-06	8.62206E-06	7.77597E-06	9.22641E-06	1.02465E-05	9.9792E-06	9.57825E-06	1.37557E-05	1.44611E-05	1.21097E-05
P36105	YKL006W	8.8788E-06	8.32916E-06	6.21516E-06	7.49394E-06	5.56002E-06	7.89684E-06	9.0882E-06	8.77635E-06	8.2863E-06	1.21097E-05	1.44611E-05	1.06401E-05
P40024	YER036C	4.4394E-07	1.33182E-06	1.22612E-06	1.78485E-06	1.24093E-06	1.14827E-06	1.79537E-06	1.21176E-06	1.03356E-06	2.07511E-06	3.34487E-06	2.39843E-06
P40215	YMR145C	1.09082E-06	1.17538E-06	1.83072E-06	1.20467E-06	1.25302E-06	1.13215E-06	1.25186E-06	1.3766E-06	1.68399E-06	2.84519E-06	2.9804E-06	2.50424E-06
P04449	YGL031C	9.80896E-06	8.07548E-06	8.62512E-06	8.25945E-06	5.60031E-06	6.64785E-06	1.17167E-05	8.3754E-06	9.1773E-06	1.01698E-05	9.22925E-06	1.01698E-05
P24000	YGR148C	9.80896E-06	7.01848E-06	6.84936E-06	6.28524E-06	3.83158E-06	4.55277E-06	9.57825E-06	6.37065E-06	6.99435E-06	7.52448E-06	6.58392E-06	1.01698E-05
P38137	YBR222C	8.16004E-07	6.25744E-07	1.31491E-06	8.17887E-07	5.84205E-07	1.01128E-06	1.62608E-06	1.61271E-06	1.39887E-06	4.37948E-06	5.8785E-06	5.54343E-06
P37302	YBR286W	9.89352E-07	1.61087E-06	1.48403E-06	6.97017E-07	5.96292E-07	1.20467E-06	1.03802E-06	1.63944E-06	1.6038E-06	1.36381E-06	2.12214E-06	1.58132E-06
P27796	YIL160C	2.51143E-06	3.5177E-06	2.38882E-06	2.88074E-06	3.28766E-06	3.56164E-06	2.1785E-06	2.14286E-06	2.34333E-06	2.95689E-06	4.23252E-06	3.2273E-06
P33297	YOR117W	2.09709E-06	2.47761E-06	1.84341E-06	1.9863E-06	2.31265E-06	1.91378E-06	1.83546E-06	2.49926E-06	1.27413E-06	2.78641E-06	2.92161E-06	3.03918E-06
0	0	8.79424E-06	5.7078E-06	5.45412E-06	6.60756E-06	4.63335E-06	8.13858E-06	6.10335E-06	4.49955E-06	2.89575E-06	7.17177E-06	6.52514E-06	8.17112E-06
P33322	YLR175W	2.23238E-06	1.86878E-06	1.08237E-06	1.3054E-06	1.74859E-06	1.61563E-06	1.04693E-06	1.70181E-06	1.65281E-06	2.3514E-06	3.05682E-06	2.06923E-06
P11076	YDL192W	5.9192E-06	5.53868E-06	5.41184E-06	4.27074E-06	5.96292E-06	5.2377E-06	6.0588E-06	5.03415E-06	4.7223E-06	9.17046E-06	9.64074E-06	4.39712E-06
P19146	YDL137W	5.9192E-06	4.73536E-06	4.77764E-06	2.917E-06	5.19741E-06	4.39161E-06	4.58865E-06	3.61746E-06	3.95604E-06	8.05355E-06	8.46504E-06	3.59764E-06
Q08412	YOR042W	1.4798E-06	1.38678E-06	2.67632E-06	3.22723E-06	2.78404E-06	3.30378E-06	1.14494E-06	3.56846E-06	2.97149E-06	3.02155E-06	2.13977E-06	4.7028E-06
P07213	YNL121C	8.0332E-07	1.15847E-06	6.5534E-07	6.76872E-07	5.88234E-07	4.55277E-07	1.08257E-06	1.05584E-06	1.77755E-06	2.24559E-06	1.7224E-06	1.97518E-06
Q08822	YOR356W	1.84341E-06	1.56859E-06	1.28531E-06	8.82351E-07	6.80901E-07	1.24496E-06	1.70627E-06	1.14939E-06	9.801E-07	1.06989E-06	9.58196E-07	1.08752E-06
P33303	YJR095W	2.49875E-06	4.73536E-06	3.52192E-06	5.07654E-06	3.61804E-06	4.31103E-06	3.2076E-06	4.31244E-06	3.86249E-06	5.40234E-06	3.55649E-06	4.29131E-06
P15646	YDL014W	3.20905E-06	2.28735E-06	3.76715E-06	1.75262E-06	1.52699E-06	2.92505E-06	2.80665E-06	1.22067E-06	2.99376E-06	2.87459E-06	4.46766E-06	2.16329E-06
(P0CX31-P0CX32)	YER074W YIL069C	1.36142E-05	8.62512E-06	0.000007399	1.41821E-05	6.8493E-06	1.09992E-05	1.30977E-05	1.43897E-05	1.12712E-05	9.22925E-06	6.64271E-06	1.09928E-05
P38701	YHL015W	1.25149E-05	1.01472E-05	1.38678E-05	1.19661E-05	8.09829E-06	9.62931E-06	1.86219E-05	1.53252E-05	1.01129E-05	1.27563E-05	1.54605E-05	2.06335E-05
P40531	YIL041W	2.45224E-06	2.65096E-06	2.53257E-06	1.76067E-06	2.14343E-06	2.54633E-06	2.19186E-06	2.74874E-06	3.00713E-06	3.33311E-06	3.49183E-06	3.76812E-06
P0C0W1	YJL190C	6.9762E-06	1.19652E-05	8.92108E-06	8.17887E-06	7.2522E-06	1.01128E-05	1.52807E-05	1.67954E-05	1.34541E-05	1.32266E-05	1.38733E-05	1.85173E-05
P25349	YCR004C	4.27028E-06	3.47964E-06	4.27028E-06	4.63335E-06	5.96292E-06	4.47219E-06	3.32343E-06	3.65756E-06	4.5441E-06	4.37948E-06	5.29653E-06	3.8563E-06
P32775	YEL011W	1.14579E-06	1.32759E-06	9.89352E-07	1.56728E-06	1.49879E-06	1.62369E-06	1.21176E-06	7.61805E-07	1.88892E-06	2.88047E-08	0	0
P17555	YNL138W	1.02318E-06	1.29377E-06	1.23458E-06	1.49073E-06	1.37792E-06	1.05963E-06	1.53698E-06	1.0202E-06	9.5337E-07	1.20509E-06	1.05813E-06	1.24036E-06
P36046	YKL195W	1.52208E-06	1.19652E-06	2.28312E-06	2.48186E-06	2.05076E-06	2.1394E-06	1.81764E-06	1.75527E-06	1.42115E-06	2.7629E-06	2.20444E-06	2.4337E-06
Q02753	YBR191W	5.11588E-06	7.69496E-06	7.35672E-06	6.00321E-06	7.21191E-06	6.32553E-06	5.5242E-06	7.97445E-06	7.6626E-06	5.99607E-06	1.01698E-05	5.29065E-06
Q12672	YPL079W	4.17304E-06	6.68024E-06	6.51112E-06	5.11683E-06	6.24495E-06	6.32553E-06	7.26165E-06	6.0588E-06	5.7024E-06	5.99607E-06	1.01698E-05	6.29E-06
P41807	YPR036W	1.81381E-06	1.29377E-06	9.63984E-07	1.52699E-06	1.2087E-06	1.22482E-06	1.23404E-06	1.00683E-06	1.48797E-06	1.38733E-06	1.9693E-06	1.65186E-06
P27614	YJL172W	1.04432E-06	1.4502E-06	1.07814E-06	1.15229E-06	9.14583E-07	1.25302E-06	9.3555E-07	1.17167E-06	1.28304E-06	1.61659E-06	1.91051E-06	1.4226E-06
Q04491	YLR208W	4.17726E-06	3.04416E-06	2.91309E-06	2.36905E-06	3.24335E-06	2.50201E-06	2.87348E-06	0.000003564	3.03831E-06	3.32135E-06	5.76681E-06	4.84388E-06
(P0CX53-P0CX54)	YEL054C YDR418W	8.96336E-06	7.35672E-06	4.05042E-06	4.87509E-06	5.07654E-06	5.07654E-06	6.10335E-06	9.6228E-06	8.33085E-06	6.81906E-06	1.24624E-05	7.0542E-06
P40212	YMR142C	6.63796E-06	4.73536E-06	3.01034E-06	5.60031E-06	3.17082E-06	3.76309E-06	4.5441E-06	6.4152E-06	4.7223E-06	7.81841E-06	8.2299E-06	6.05486E-06
Q03940	YDR190C	2.14782E-06	2.49029E-06	2.04212E-06	8.70264E-07	2.32876E-06	1.28525E-06	1.47906E-06	1.4256E-06	1.15385E-06	2.82756E-06	2.06335E-06	1.97518E-06
P47079	YJL008C	9.0902E-07	9.97808E-07	9.76668E-07	1.17647E-06	1.22482E-06	1.10798E-06	1.08702E-06	9.0882E-07	1.14939E-06	2.08099E-06	1.51665E-06	1.83409E-06
P38247	YBR077C	2.21547E-07	2.07595E-07	4.35484E-07	5.27799E-07	0	0	4.85595E-07	0	0	0	7.75962E-07	0
P12683	YML075C	7.73724E-07	2.82853E-07	7.10304E-07	4.67364E-07	3.69056E-07	5.76147E-07	4.85595E-07	3.07395E-07	8.7318E-07	3.55649E-07	5.21423E-07	3.73873E-07
(P0CX29-P0CX30)	YGR118W YPR132W	1.22612E-05	8.92108E-06	8.54056E-06	4.95567E-06	6.16437E-06	7.33278E-06	7.3953E-06	8.1081E-06	1.01574E-05	1.28151E-05	1.51077E-05	1.12867E-05
P52893	YLR089C	1.15424E-06	1.23458E-06	1.41215E-06	3.91619E-07	5.11683E-07	1.71233E-07	1.4256E-06	1.56816E-06	1.38551E-06	1.75179E-06	1.42848E-06	1.54017E-06
Q01532	YNL239W	1.06968E-06	1.39947E-06	1.7208E-06	2.07494E-06	1.11603E-06	1.78888E-06	1.3365E-06	1.08702E-06	2.06267E-06	1.49902E-06	1.57544E-06	1.54605E-06
P16550	YCL050C	1.7969E-06	1.68274E-06	2.89618E-06	2.10717E-06	2.19581E-06	1.52699E-06	1.94684E-06	1.82655E-06	2.34333E-06	2.95689E-06	3.09797E-06	3.42129E-06
P24276	YDR293C	4.8622E-07	4.02506E-07	5.4964E-07	8.94438E-07	5.80176E-07	3.91619E-07	3.75557E-07	3.66201E-07	4.0095E-07	7.0542E-07	4.03853E-07	4.4559E-07
P38631	YLR342W	1.27263E-07	5.87692E-08	2.27466E-07	2.21595E-07	2.85656E-07	2.73569E-07	8.06355E-08	7.0389E-08	2.74874E-07	1.49902E-07	1.28739E-07	1.32266E-07
P40989	YGR032W	1.25149E-07	5.79236E-08	1.60241E-07	1.69621E-07	2.27236E-07	2.09911E-07	7.97445E-08	5.30145E-08	2.42352E-07	9.58196E-08	1.00522E-07	1.55192E-07
P27616	YAR015W	3.10758E-06	3.31898E-06	3.11181E-06	2.2643E-06	1.68815E-06	2.80016E-06	4.2278E-06	2.65073E-06	3.31007E-06	7.0542E-06	3.32723E-06	3.67406E-06
P09064	YPL237W	3.4585E-06	3.23865E-06	3.46273E-06	3.31184E-06	4.35132E-06	3.11442E-06	1.98693E-06	1.83101E-06	4.14761E-06	4.0738E-06	6.11364E-06	3.59176E-06
P28777	YGL148W	2.60022E-06	2.7482E-06	2.28312E-06	1.42224E-06	1.47864E-06	2.05479E-06	1.77309E-06	1.44342E-06	1.84883E-06	2.33376E-06	2.08687E-06	3.04506E-06
P07278	YIL033C	2.23661E-06	1.59396E-06	1.5559E-06	1.64786E-06	2.73166E-06	2.61885E-06	1.31868E-06	2.15177E-06	1.83101E-06	1.43435E-06	1.5049E-06	2.61593E-06
Q03048	YLL050C	7.1876E-06	1.17116E-05	1.07814E-05	7.09104E-06	5.27799E-06	3.0983E-06	9.7119E-06	1.06475E-05	1.03356E-05	8.46504E-06	1.36969E-05	1.44611E-05
Q12377	YDL097C	1.36142E-06	1.72502E-06	1.64892E-06	1.9863E-06	1.6116E-06	1.41418E-06	1.83546E-06	1.16276E-06	1.49243E-06	3.11561E-06	2.27498E-06	2.45133E-06
P19262	YDR148C	1.9026E-06	1.35719E-06	1.49671E-06	1.59951E-06	1.66801E-06	1.50685E-06	1.12266E-06	2.04485E-06	1.55925E-06	2.52776E-06	2.96276E-06	3.03918E-06
P38205	YBL024W	9.3016E-07	7.56812E-07	1.13733E-06	5.80176E-07	7.05075E-07	3.89604E-07	9.2664E-07	9.04365E-07	1.2474E-06	1.92227E-06	2.8158E-06	1.54017E-06
P40991	YNL061W	9.38616E-07	6.29972E-07	1.08237E-06	1.16841E-06	8.21916E-07	9.75018E-07	6.237E-07	1.32759E-06	1.15385E-06	1.10516E-06	1.3403E-06	1.28151E-06
P32499	YLR335W	6.38428E-07	5.96148E-07	1.05277E-06	1.5149E-06	8.58177E-07	1.57131E-06	1.17167E-06	1.05584E-06	1.03356E-06	1.30503E-06	6.58392E-07	6.64271E-07
Q12329	YDR171W	1.42061E-06	2.14782E-06	2.80316E-06	2.76792E-06	2.88074E-06	2.71152E-06	3.41699E-06	3.11405E-06	3.07395E-06	2.69823E-06	2.45721E-06	2.38079E-06
P02406	YGL103W	6.7648E-06	0.000006342	6.38428E-06	6.64785E-06	5.92263E-06	7.05075E-06	8.06355E-06	0.00000891	6.3261E-06	9.34682E-06	1.28739E-05	8.2299E-06
P30952	YNL117W	1.10774E-06	1.9026E-06	1.56013E-06	1.22079E-06	2.14746E-06	1.32554E-06	2.07158E-06	2.09385E-06	1.71072E-06	1.30503E-06	1.16982E-06	1.32266E-06
P39958	YER136W	1.73771E-06	1.20498E-06	8.96336E-07	1.46253E-06	1.95407E-06	1.56728E-06	8.3754E-07	1.68845E-06	2.32997E-06	1.77531E-06	1.08752E-06	2.05748E-06
P49095	YMR189W	9.63984E-07	6.04604E-07	9.21704E-07	1.28928E-07	3.24335E-07	3.85172E-07	4.9896E-07	5.47965E-07	4.05405E-07	3.66231E-07	3.145E-07	3.84454E-07
P10080	YHL034C	2.04635E-06	1.56859E-06	4.03351E-06	1.72038E-06	2.88879E-06	1.74053E-06	3.28779E-06	4.04514E-06	1.56371E-06	2.41019E-06	6.46635E-06	7.17177E-06
P34227	YBL064C	3.42045E-06	3.69527E-06	2.0379E-06	4.27074E-06	2.99355E-06	2.5423E-06	3.93377E-06	2.91803E-06	4.19661E-06	6.70149E-06	6.99542E-06	6.52514E-06
Q3E757	YGR085C	6.29972E-06	5.87692E-06	4.39712E-06	5.27799E-06	4.71393E-06	4.67364E-06	6.4152E-06	3.83576E-06	5.8806E-06	6.34878E-06	8.93532E-06	5.56694E-06
P36010	YKL067W	6.51112E-06	7.14532E-06	3.80097E-06	5.47944E-06	4.75422E-06	5.68089E-06	8.77635E-06	7.4844E-06	0.000007128	1.03462E-05	1.5578E-05	1.45199E-05
P29952	YER003C	2.68901E-06	1.09082E-06	1.48826E-06	1.16438E-06	1.42224E-06	1.44238E-06	1.65726E-06	2.29433E-06	1.29641E-06	3.16851E-06	2.97452E-06	1.68713E-06
P53297	YGR178C	4.35484E-07	8.0332E-07	6.80708E-07	9.2667E-07	6.52698E-07	8.90409E-07	8.5536E-07	8.33085E-07	1.02911E-06	8.75897E-07	9.17046E-07	8.93532E-07
P42943	YJL111W	9.55528E-07	8.96336E-07	7.77952E-07	1.39403E-06	8.38032E-07	5.39886E-07	6.19245E-07	1.10039E-06	1.37214E-06	1.31678E-06	1.81646E-06	8.28869E-07
P35191	YFL016C	7.31444E-07	1.17116E-06	1.44175E-06	2.12328E-06	1.43835E-06	1.70427E-06	1.11821E-06	1.06475E-06	6.81615E-07	1.46963E-06	1.78119E-06	1.29915E-06
Q12118	YOR007C	2.24084E-06	2.76088E-06	2.31694E-06	2.17566E-06	1.67606E-06	1.99033E-06	1.73745E-06	2.51262E-06	1.78646E-06	3.04506E-06	2.76877E-06	3.05682E-06
P14904	YKL103C	8.8788E-07	1.15847E-06	9.9358E-07	8.90409E-07	1.0838E-06	1.48267E-06	6.8607E-07	9.04365E-07	9.8901E-07	1.45787E-06	1.0934E-06	7.52448E-07
P21242	YOR362C	2.51989E-06	2.35922E-06	2.05904E-06	3.67848E-06	2.58259E-06	0.000004029	3.39471E-06	2.90466E-06	1.97357E-06	2.48661E-06	4.20901E-06	3.53298E-06
P34223	YBL058W	1.65315E-06	1.54745E-06	1.32759E-06	1.82514E-06	1.90169E-06	1.98227E-06	1.89783E-06	1.20285E-06	1.10484E-06	2.55715E-06	1.19334E-06	1.98105E-06
Q04636	YML069W	9.513E-07	1.36987E-06	7.73724E-07	7.97742E-07	9.75018E-07	8.25945E-07	1.43006E-06	1.2474E-06	1.03802E-06	1.31091E-06	2.27498E-06	9.87588E-07
Q08723	YOR261C	2.32117E-06	2.17319E-06	2.39728E-06	1.66801E-06	2.34488E-06	1.41418E-06	2.07603E-06	3.27888E-06	2.8512E-06	3.59176E-06	3.76812E-06	3.9915E-06
P40016	YER021W	1.39101E-06	6.63796E-07	1.54322E-06	1.50282E-06	1.56325E-06	1.44641E-06	7.97445E-07	8.77635E-07	1.67063E-06	1.01698E-06	2.21032E-06	1.85761E-06
Q04458	YMR110C	1.00626E-06	7.86408E-07	1.21344E-06	1.46656E-06	1.35374E-06	1.04351E-06	1.1984E-06	1.00238E-06	7.8408E-07	9.93467E-07	1.45199E-06	1.22273E-06
P40075	YER120W	3.23019E-06	2.5368E-06	4.35484E-06	3.67042E-06	3.81949E-06	3.35616E-06	3.3858E-06	3.22988E-06	2.53044E-06	5.14369E-06	3.9915E-06	4.53232E-06
P07143	YOR065W	2.26621E-06	1.77999E-06	1.85186E-06	1.90572E-06	1.9863E-06	2.75987E-06	1.47461E-06	1.93347E-06	2.86011E-06	4.63814E-06	3.2802E-06	2.75702E-06
