genes	REF	EtOG_20	EtOH_40	EtOH_60	Osm_02	Osm_04	Osm_06	HiT_33	HiT_36	HiT_38
YCR054C	7.95347E-07	1.12168E-06	9.18658E-07	1.14739E-06	1.23183E-06	9.2617E-07	9.29982E-07	8.24473E-07	9.39929E-07	7.15578E-07
YCR057C	7.24933E-06	5.94903E-06	6.50444E-06	6.53819E-06	1.06758E-05	6.96736E-06	7.86808E-06	7.48126E-06	7.84059E-06	1.01297E-05
YCR063W	0	0	0	0	0	0	0	0	0	0
YCR071C	5.86948E-05	4.69121E-05	8.75621E-05	6.91707E-05	6.38795E-05	5.95849E-05	5.92178E-05	5.05274E-05	4.6488E-05	5.71141E-05
YCR072C	4.96945E-06	3.91119E-06	3.37579E-06	3.9629E-06	4.8156E-06	5.14894E-06	6.66023E-06	5.4298E-06	5.15283E-06	5.75889E-06
YCR073W-A	0.000338832	0.000326067	0.000418703	0.000517442	0.000380247	0.000336459	0.000342445	0.000374406	0.000423163	0.000373543
YCR083W	0.000257629	0.000243913	0.000207446	0.000179646	0.000229134	0.000219757	0.000199609	0.000277908	0.000340717	0.000178429
YCR084C	6.00442E-05	7.62448E-05	7.27824E-05	7.24064E-05	5.94396E-05	5.91997E-05	5.92401E-05	5.21779E-05	6.2189E-05	5.58624E-05
YCR087C-A	1.52524E-06	1.03811E-06	1.95677E-06	1.86274E-06	1.56859E-06	1.47232E-06	1.46038E-06	1.68799E-06	1.35128E-06	1.30138E-06
YCR088W	4.21813E-05	4.37872E-05	4.15502E-05	6.24623E-05	4.45873E-05	4.59544E-05	4.78614E-05	4.16113E-05	4.98319E-05	6.68918E-05
YCR093W	1.21552E-05	1.59217E-05	1.13531E-05	1.38924E-05	1.48058E-05	1.618E-05	1.29379E-05	1.4616E-05	1.61241E-05	1.65231E-05
YDL002C	3.65489E-06	3.88164E-06	3.99283E-06	3.75107E-06	3.74815E-06	3.47117E-06	2.80443E-06	3.49836E-06	3.85359E-06	2.71479E-06
YDL004W	0.000741259	0.00104763	0.001118053	0.001009165	0.000899696	0.00086613	0.000902986	0.000675783	0.000726689	0.00030623
YDL007W	0.000222163	0.000228921	0.000228904	0.000237011	0.000233405	0.000229786	0.000257288	0.000234456	0.00024789	0.000188926
YDL014W	0.000491053	0.000385709	0.000414046	0.000421449	0.000527749	0.000532762	0.000515394	0.000598023	0.000505386	0.000469275
YDL015C	0	0	0	0	0	0	0	0	0	0
YDL019C	2.05337E-06	2.4878E-06	2.20199E-06	2.66126E-06	1.74264E-06	1.93007E-06	1.59721E-06	1.84593E-06	2.5364E-06	2.38856E-06
YDL022W	4.63147E-05	5.0372E-05	2.08254E-05	2.58034E-05	0.000170901	0.000234064	0.00041052	5.64674E-05	6.20771E-05	4.11585E-05
YDL025C	1.94309E-06	1.41154E-06	1.95573E-06	1.83208E-06	2.13308E-06	2.63115E-06	3.56336E-06	1.67613E-06	0	1.2949E-06
YDL029W	0.000106128	9.99319E-05	0.000107325	0.000107534	0.000107241	0.000100065	9.93698E-05	0.000112533	0.000130227	0.000102264
YDL031W	3.54884E-06	0	2.84736E-06	1.68946E-06	3.25614E-06	2.44609E-06	3.76176E-06	4.08817E-06	2.724E-06	4.17308E-06
YDL040C	2.44116E-06	2.15643E-06	2.70351E-06	3.6393E-06	2.50053E-06	2.51277E-06	2.44476E-06	2.1931E-06	2.28834E-06	3.07738E-06
YDL044C	8.90977E-06	8.18975E-06	1.22864E-05	1.36642E-05	8.6189E-06	7.762E-06	9.13323E-06	7.40439E-06	8.26606E-06	9.02536E-06
YDL045C	1.99006E-05	1.37852E-05	1.59432E-05	1.77103E-05	1.65168E-05	1.59502E-05	1.59131E-05	1.52659E-05	1.94843E-05	1.19458E-05
YDL046W	2.6795E-05	3.81079E-05	2.46125E-05	1.76735E-05	2.84837E-05	2.05514E-05	2.18074E-05	3.20127E-05	3.94146E-05	1.54929E-05
YDL047W	1.13141E-05	1.23823E-05	1.14057E-05	1.03367E-05	9.24969E-06	1.06473E-05	1.05553E-05	1.00387E-05	1.19089E-05	9.7132E-06
YDL051W	7.25928E-05	6.52425E-05	5.24891E-05	4.22003E-05	7.77246E-05	7.99923E-05	8.48972E-05	8.59774E-05	8.87641E-05	7.8861E-05
YDL052C	1.63812E-05	1.6216E-05	2.25637E-05	2.50888E-05	1.61939E-05	1.79704E-05	2.08104E-05	1.83982E-05	1.91374E-05	3.59806E-05
YDL053C	4.54208E-07	5.26438E-07	6.18209E-07	6.17301E-07	4.73744E-07	5.05623E-07	4.59371E-07	5.42498E-07	5.18972E-07	4.63636E-07
YDL055C	0.000641787	0.000750737	0.000726231	0.000968779	0.000611746	0.000643613	0.00067248	0.000771928	0.000857231	0.000892425
YDL058W	0	0	0	0	0	0	0	0	0	0
YDL060W	9.68778E-06	9.48027E-06	9.42778E-06	9.79027E-06	1.15448E-05	1.01037E-05	1.02985E-05	9.86286E-06	1.13697E-05	1.11486E-05
YDL061C	0.000562389	0.000577829	0.000520593	0.000463653	0.00064599	0.000631414	0.000644234	0.000591858	0.000488124	0.000275884
YDL063C	2.04071E-05	0	1.14913E-05	1.21282E-05	2.08064E-05	2.23332E-05	2.37445E-05	2.52963E-05	1.49768E-05	2.01879E-05
YDL064W	0	0	0	0	0	0	0	0	0	0
YDL065C	1.37217E-05	1.08279E-05	1.31056E-05	1.46467E-05	1.09495E-05	9.16909E-06	9.74516E-06	1.34588E-05	1.72221E-05	1.25727E-05
YDL067C	0.000125798	0.000232016	0.000162498	6.54994E-05	0.000136007	0.000140738	0.000146519	0.000136361	0.000146002	2.84581E-05
YDL072C	5.28539E-05	5.45684E-05	4.75697E-05	7.17124E-05	6.08616E-05	5.44873E-05	6.03863E-05	5.883E-05	7.59306E-05	8.02164E-05
YDL074C	1.044E-05	5.8519E-06	1.31505E-05	5.41929E-06	9.44191E-06	8.21991E-06	0	0	1.04302E-05	8.49398E-06
YDL075W	0.003947217	0.003528647	0.004047802	0.003735946	0.004936284	0.004282683	0.004454103	0.004667956	0.004420429	0.003797874
YDL077C	0	0	0	0	0	0	0	0	0	0
YDL078C	0.000650219	0.000541307	0.000478042	0.000391393	0.000581733	0.000567555	0.000525649	0.000696744	0.000858409	0.000343269
YDL081C	0	0	0	0	0	0	0	0	0	0
YDL082W	3.10922E-05	3.21665E-05	2.58161E-05	2.86096E-05	3.28746E-05	3.25942E-05	3.63617E-05	3.70036E-05	3.58152E-05	2.79569E-05
YDL084W	0.000225096	0.000248747	0.000209182	0.000210261	0.000231786	0.000225803	0.000214066	0.000224158	0.000224664	0.000187569
YDL086W	5.42597E-05	6.36344E-05	5.95133E-05	5.75299E-05	4.99052E-05	4.75587E-05	4.39047E-05	6.24573E-05	6.47351E-05	5.40246E-05
YDL092W	6.85814E-05	5.81205E-05	5.63817E-05	5.42931E-05	6.30494E-05	6.46578E-05	5.92353E-05	5.68266E-05	6.28781E-05	3.85968E-05
YDL095W	9.48764E-07	1.0969E-06	9.21477E-07	1.10005E-06	9.23776E-07	1.07934E-06	1.23883E-06	8.84947E-07	7.63E-07	2.71644E-06
YDL097C	0.000237026	0.000238503	0.000227251	0.000242018	0.000243442	0.000239628	0.000256189	0.000245109	0.000273757	0.000203799
YDL100C	0.000335454	0.000339059	0.000422506	0.000521759	0.000343603	0.000337902	0.000308863	0.000421074	0.000449959	0.000477785
YDL101C	3.51499E-06	0	4.74741E-06	6.49605E-06	0	4.06111E-06	3.59661E-06	4.73791E-06	4.99423E-06	4.69119E-06
YDL103C	8.34498E-05	8.18037E-05	8.06949E-05	8.05144E-05	8.89345E-05	9.06711E-05	8.21598E-05	9.01724E-05	9.53822E-05	6.01933E-05
YDL110C	0	0	0	0	0	0	0	0	0	0
YDL112W	3.86441E-06	0	2.46305E-06	5.7315E-06	4.29759E-06	2.28142E-06	3.84048E-06	4.46707E-06	2.86908E-06	5.41572E-06
YDL113C	0	0	0	0	0	0	0	0	0	0
YDL115C	6.62575E-06	8.27221E-06	7.22165E-06	8.79684E-06	1.19278E-05	1.01523E-05	1.16909E-05	8.71577E-06	8.9333E-06	8.04508E-06
YDL116W	1.01616E-05	8.13304E-06	9.09598E-06	1.25564E-05	1.08384E-05	1.03297E-05	1.31301E-05	1.07122E-05	1.15355E-05	1.19117E-05
YDL119C	0	0	0	0	0	0	0	0	0	0
YDL120W	0	0	0	0	0	0	0	0	0	0
YDL121C	2.4408E-05	2.08828E-05	2.11442E-05	1.65118E-05	2.49217E-05	3.97544E-05	2.64585E-05	2.67366E-05	2.32422E-05	2.09592E-05
YDL124W	0.001877647	0.000941613	0.000397747	0.000685436	0.001772009	0.001684179	0.001320566	0.002399949	0.002623669	0.001129361
YDL125C	0.000666354	0.000679085	0.000751846	0.000647737	0.000732412	0.000780339	0.000872085	0.000882834	0.001167359	0.000739931
YDL126C	0.000398513	0.000426008	0.000418311	0.000508818	0.000404952	0.000414865	0.000421639	0.000396106	0.000407285	0.000336255
YDL130W	0	0	0	0	0	0	0	0	0	0
YDL131W	0.000831989	0.000766931	0.001129916	0.001115438	0.000922637	0.000944554	0.000937659	0.000783842	0.000758193	0.000760931
YDL132W	1.3138E-05	1.38126E-05	1.6162E-05	2.02483E-05	1.42003E-05	1.27496E-05	1.36809E-05	1.38635E-05	1.33754E-05	1.73909E-05
YDL134C	0	0	0	0	0	0	0	0	0	0
YDL135C	0.000174056	0.000165957	0.000150425	0.000129413	0.000155595	0.000148254	0.000137856	0.000183389	0.000222851	0.000155939
YDL140C	3.93559E-05	3.90473E-05	3.7012E-05	4.03007E-05	3.85347E-05	3.86488E-05	4.0917E-05	3.65453E-05	3.74494E-05	3.63154E-05
YDL143W	0.000291997	0.00026391	0.00029656	0.000363079	0.000316906	0.000321847	0.000345701	0.00030919	0.000325909	0.000302461
YDL144C	0.000121763	0.000115932	8.78617E-05	5.33231E-05	0.000101949	0.000105923	0.000102823	0.000133633	0.00013626	8.86153E-05
YDL145C	4.23156E-05	4.13167E-05	3.25881E-05	4.14139E-05	4.45844E-05	5.12202E-05	5.45038E-05	3.68399E-05	4.03259E-05	6.22955E-05
YDL147W	8.00343E-05	8.4229E-05	7.303E-05	7.69711E-05	7.78407E-05	7.94471E-05	8.07188E-05	8.88052E-05	9.21931E-05	6.50169E-05
YDL148C	4.0837E-06	0	4.20173E-06	6.19238E-06	4.88605E-06	4.29435E-06	5.60309E-06	5.6719E-06	6.29103E-06	6.85424E-06
YDL150W	1.14669E-05	1.1287E-05	1.22989E-05	1.74269E-05	1.14887E-05	1.04587E-05	1.15831E-05	1.27577E-05	1.38734E-05	1.47678E-05
YDL160C	1.36485E-05	1.33167E-05	1.4505E-05	1.99626E-05	1.44317E-05	1.467E-05	1.35712E-05	1.33551E-05	1.36915E-05	1.18835E-05
YDL161W	7.75908E-06	7.06865E-06	5.59106E-06	6.29964E-06	7.15014E-06	7.07821E-06	7.88214E-06	7.31013E-06	8.80694E-06	4.98126E-06
YDL165W	4.96182E-05	5.55132E-05	4.51281E-05	4.52059E-05	4.66834E-05	4.62045E-05	4.4667E-05	4.97166E-05	6.05214E-05	4.29168E-05
YDL166C	7.184E-06	6.70941E-06	8.11069E-06	7.78089E-06	7.149E-06	7.21589E-06	7.42427E-06	7.49864E-06	6.12897E-06	4.1421E-06
YDL168W	1.40939E-05	1.27512E-05	1.48052E-05	1.91023E-05	2.12746E-05	2.50922E-05	3.73943E-05	1.7088E-05	1.81129E-05	1.99688E-05
YDL171C	7.81001E-05	0.000178188	9.63287E-05	4.85927E-05	7.51825E-05	8.22157E-05	7.76781E-05	7.66768E-05	6.99698E-05	4.05007E-05
YDL174C	0.000142141	8.01648E-05	0.000105911	7.02842E-05	0.000177133	0.000169276	0.00017362	0.000159287	0.000150125	0.000130601
YDL178W	7.03842E-05	8.40434E-05	8.63287E-05	6.61939E-05	7.70313E-05	7.33207E-05	7.31351E-05	6.92553E-05	7.15626E-05	5.2015E-05
YDL181W	0.000452039	0.000597833	0.000553398	0.000415341	0.00048235	0.000476972	0.000453184	0.000464182	0.000545733	0.000179122
YDL182W	0.000427657	0.000382561	0.00058905	0.00066287	0.000562987	0.000553793	0.000653128	0.000415476	0.000323828	0.00038423
YDL185W	0.000199774	0.000272898	0.000252255	0.000342816	0.000209813	0.00021737	0.000210768	0.00022413	0.000231254	0.000270361
YDL190C	6.76463E-06	6.15736E-06	8.51498E-06	1.35165E-05	8.37428E-06	6.90677E-06	7.76649E-06	7.15713E-06	7.59071E-06	8.43372E-06
YDL195W	0.000111929	0.000107057	0.000130545	0.000179063	0.000118563	0.00011347	0.000115296	0.000112157	0.000116825	0.000129742
YDL198C	0.000222005	0.000335771	0.000383551	0.000211536	0.000214109	0.000201083	0.000159653	0.000189732	0.00018593	0.000136137
YDL201W	3.15743E-05	2.80749E-05	2.76435E-05	2.47727E-05	3.33457E-05	3.15486E-05	3.23961E-05	3.73324E-05	2.94019E-05	1.88262E-05
YDL202W	1.21934E-05	9.1569E-06	2.07561E-05	1.81262E-05	1.30097E-05	1.16298E-05	1.16164E-05	9.17894E-06	1.01426E-05	1.5055E-05
YDL205C	3.98998E-05	3.27883E-05	5.59311E-05	5.42598E-05	4.43991E-05	4.84265E-05	5.60488E-05	3.80515E-05	3.47774E-05	2.05107E-05
YDL207W	0	0	0	0	0	0	0	0	0	0
YDL208W	0.000103992	9.00767E-05	8.29973E-05	8.15414E-05	9.93952E-05	0.000103744	0.000102245	0.000103977	8.89593E-05	7.0612E-05
YDL212W	5.3492E-06	5.85213E-06	4.35117E-06	4.76827E-06	5.72202E-06	6.33328E-06	6.21672E-06	5.41398E-06	5.52493E-06	1.1744E-05
YDL213C	2.51856E-05	2.43635E-05	1.9276E-05	1.61828E-05	2.90959E-05	2.58139E-05	3.03055E-05	3.28019E-05	2.9875E-05	2.07576E-05
YDL215C	7.92861E-05	7.69129E-05	6.78936E-05	7.15408E-05	8.7718E-05	8.04346E-05	6.82931E-05	0.000122477	0.000123535	4.21785E-05
YDL219W	9.58216E-05	0.000115617	9.86902E-05	0.000105956	0.000112288	0.000104115	0.000118294	0.000118163	0.000143226	0.000172537
YDL224C	0	0	0	0	0	0	0	0	0	0
YDL225W	1.88152E-05	1.70678E-05	1.79851E-05	1.91891E-05	1.918E-05	1.836E-05	1.97546E-05	2.0305E-05	1.78623E-05	8.82704E-06
YDL226C	1.96756E-05	2.03151E-05	1.97407E-05	1.91086E-05	2.1262E-05	2.06618E-05	2.09133E-05	2.12734E-05	2.04861E-05	1.58296E-05
YDL235C	7.79397E-05	6.93607E-05	7.44812E-05	8.11664E-05	8.11649E-05	8.11108E-05	9.26638E-05	9.14684E-05	9.8265E-05	0.000107506
YDL236W	6.0191E-05	8.32322E-05	7.00959E-05	7.67818E-05	7.0397E-05	6.9807E-05	7.78702E-05	6.13815E-05	6.03405E-05	7.48214E-05
YDL237W	2.88659E-05	4.51693E-05	2.73333E-05	3.2863E-05	3.08059E-05	2.96082E-05	2.70958E-05	3.05608E-05	3.00692E-05	2.20678E-05
YDR001C	1.61153E-05	1.41968E-05	7.31672E-06	1.04839E-05	1.5104E-05	1.79925E-05	1.8666E-05	1.62531E-05	2.0352E-05	1.77832E-05
YDR002W	0.000219823	0.000272024	0.000233178	0.000258147	0.000255769	0.000251571	0.000221081	0.000287453	0.000295539	0.000306056
YDR011W	1.20347E-07	0	0	0	0	7.12067E-08	7.60756E-08	1.12431E-07	0	1.10545E-07
YDR019C	0.000366219	0.000414574	0.000412738	0.000246727	0.000278031	0.000266355	0.000172715	0.000359933	0.000311993	0.000201597
YDR021W	6.88621E-06	7.75959E-06	6.58955E-06	5.59836E-06	9.14719E-06	1.04406E-05	6.50005E-06	1.29118E-05	1.26541E-05	7.2094E-06
YDR023W	0.000504903	0.000499784	0.000457413	0.000468325	0.000525472	0.000512247	0.00056427	0.000564654	0.000530252	0.000403687
YDR032C	0.002910605	0.00377191	0.003919924	0.00365823	0.002652749	0.00249309	0.001647333	0.003268591	0.004211211	0.002280296
YDR035W	0.000236123	0.000134409	0.000199968	0.000150326	0.000212301	0.000196127	0.000167231	0.000197922	0.000166213	9.69799E-05
YDR037W	0.000302931	0.000259733	0.000214073	0.000204724	0.000331645	0.00034465	0.000346824	0.000365668	0.000313612	0.000278167
YDR041W	3.60266E-05	3.0425E-05	5.61697E-05	5.18974E-05	3.43735E-05	3.11679E-05	3.19164E-05	2.82236E-05	2.55431E-05	2.0392E-05
YDR044W	3.45339E-05	2.83248E-05	2.78297E-05	2.74395E-05	4.29325E-05	4.16729E-05	4.76956E-05	3.48801E-05	3.15164E-05	2.8037E-05
YDR047W	8.70712E-05	7.43393E-05	6.47129E-05	5.47995E-05	8.77831E-05	8.72638E-05	7.92634E-05	7.12762E-05	5.61295E-05	2.48844E-05
YDR049W	0	0	0	0	0	0	0	0	0	0
YDR050C	0.009361482	0.008318823	0.008680452	0.00826579	0.010422108	0.010150473	0.010553076	0.010682137	0.010696261	0.012832232
YDR051C	3.9035E-06	5.88879E-06	4.97948E-06	5.85697E-06	3.94662E-06	4.44409E-06	4.82446E-06	5.40989E-06	5.94964E-06	4.54884E-06
YDR055W	3.04151E-05	1.25042E-05	6.29876E-06	9.12145E-06	3.43553E-05	2.05084E-05	1.37223E-05	1.15724E-05	1.70847E-05	1.5002E-05
YDR060W	6.91389E-06	4.43398E-06	5.02641E-06	6.49519E-06	7.72413E-06	7.40203E-06	8.21496E-06	6.78624E-06	6.4568E-06	9.17393E-06
YDR061W	2.57026E-05	2.7979E-05	4.43514E-05	5.32257E-05	2.4808E-05	2.26948E-05	2.2451E-05	2.813E-05	3.23231E-05	4.46418E-05
YDR062W	1.14728E-05	1.07843E-05	8.53147E-06	1.03811E-05	1.15218E-05	1.01209E-05	1.13968E-05	1.09417E-05	1.29293E-05	1.02881E-05
YDR064W	0.002607004	0.002478741	0.002448877	0.002496918	0.002794278	0.003034969	0.002876092	0.003111783	0.002912619	0.002694027
YDR068W	2.17727E-05	2.00235E-05	2.59886E-05	1.49615E-05	2.08828E-05	2.1548E-05	1.95559E-05	2.42503E-05	2.61071E-05	1.76124E-05
YDR071C	0.000744125	0.000697589	0.000654817	0.00061282	0.000754453	0.000789973	0.00080884	0.000759359	0.000780005	0.000549568
YDR074W	1.60236E-05	1.33555E-05	8.63568E-06	1.55877E-05	1.74766E-05	1.9558E-05	1.92466E-05	1.71343E-05	1.92222E-05	1.62936E-05
YDR079C-A	0	0	0	0	0	0	0	0	0	0
YDR079W	0	0	0	0	0	0	0	0	0	0
YDR080W	3.41531E-06	0	0	3.69709E-06	0	0	0	1.6948E-06	0	2.05914E-06
YDR084C	0	0	0	0	0	0	0	0	0	0
YDR086C	0.001239977	0.001675075	0.001796454	0.00156019	0.001299415	0.00137434	0.001289339	0.00126353	0.001425066	0.001262536
YDR089W	0	0	0	0	0	0	0	0	0	0
YDR091C	0.000128698	0.000115251	0.000109106	0.000112956	0.000134395	0.000139875	0.00014491	0.0001448	0.000138013	0.000120943
YDR092W	3.75348E-06	3.43304E-06	3.0575E-06	3.44184E-06	3.44361E-06	3.27293E-06	3.78734E-06	4.28067E-06	4.21431E-06	3.67458E-06
YDR097C	3.41794E-06	4.98351E-06	3.86335E-06	3.69018E-06	5.0185E-06	4.42168E-06	4.60172E-06	0	4.36161E-06	6.09105E-06
YDR098C	9.98112E-06	8.08302E-06	1.09878E-05	1.38103E-05	8.96562E-06	1.34896E-05	1.13263E-05	9.66461E-06	1.70219E-05	1.43154E-05
YDR099W	0.004903768	0.005713662	0.003596626	0.002961497	0.004591171	0.00430759	0.003342787	0.005308179	0.005030066	0.00228569
YDR101C	4.36454E-05	3.18866E-05	2.91474E-05	3.3245E-05	4.54409E-05	4.73161E-05	4.54536E-05	5.05969E-05	4.61335E-05	3.59661E-05
YDR108W	1.54166E-06	0	1.49328E-06	2.14467E-06	0	1.71203E-06	0	1.8291E-06	1.59766E-06	1.42673E-06
YDR116C	2.20664E-05	1.8242E-05	3.5056E-05	3.0715E-05	2.25714E-05	2.12382E-05	2.02376E-05	1.87409E-05	1.92175E-05	1.85355E-05
YDR117C	6.10805E-06	5.76602E-06	1.09147E-05	4.99242E-06	2.54323E-05	5.41012E-06	5.78034E-06	2.12016E-05	6.2178E-06	1.24369E-05
YDR121W	6.36929E-06	6.63281E-06	5.79749E-06	8.1723E-06	5.56615E-06	7.86412E-06	7.43577E-06	7.3322E-06	1.3071E-05	1.2889E-05
YDR122W	1.50346E-06	0	1.14055E-06	1.14368E-06	1.11687E-06	1.11964E-06	3.40909E-07	1.18062E-06	0	2.04303E-06
YDR127W	9.33973E-05	0.000101435	0.000100209	8.05317E-05	9.02891E-05	9.28606E-05	9.48248E-05	8.68854E-05	8.36924E-05	7.70715E-05
YDR129C	0.000159979	0.000177862	0.000173103	0.000218182	0.000174926	0.000166468	0.00015147	0.000180888	0.000193908	0.000171716
YDR137W	0	0	0	0	0	0	0	0	0	0
YDR139C	1.7776E-06	0	1.91279E-06	2.03197E-06	0	1.31393E-06	1.72275E-06	0	1.8693E-06	2.43458E-06
YDR145W	0	0	0	0	0	0	0	0	0	0
YDR148C	0.000532937	0.00078612	0.000919862	0.000514279	0.000501813	0.000537214	0.000528157	0.000562851	0.000586733	0.000248329
YDR152W	6.52487E-05	4.76282E-05	6.68608E-05	6.54868E-05	7.62188E-05	6.11287E-05	6.67901E-05	7.27908E-05	7.55095E-05	7.18105E-05
YDR153C	1.5002E-05	1.28008E-05	1.32799E-05	1.81406E-05	1.56223E-05	1.52488E-05	1.56506E-05	1.5705E-05	1.31345E-05	1.44695E-05
YDR155C	0.004671771	0.003619065	0.002455054	0.002573363	0.004185682	0.004237333	0.003472298	0.005158773	0.004604987	0.00325684
YDR158W	0.000311863	0.000217876	0.000265093	0.000188994	0.000295784	0.00028211	0.000259083	0.000290039	0.0002897	0.000254404
YDR164C	7.32201E-06	7.55598E-06	7.27771E-06	7.69977E-06	7.39118E-06	7.18533E-06	8.43806E-06	7.86811E-06	8.10524E-06	7.87945E-06
YDR165W	2.21486E-05	1.98826E-05	1.9781E-05	2.09558E-05	2.34267E-05	2.20496E-05	2.4501E-05	2.44328E-05	2.39108E-05	2.16727E-05
YDR166C	2.86612E-06	2.17354E-06	5.42467E-06	0	0	0	0	0	0	2.95117E-06
YDR167W	1.21942E-06	1.18786E-06	1.57946E-06	1.42831E-06	1.22047E-06	1.20779E-06	1.17708E-06	1.11646E-06	1.25365E-06	1.10872E-06
YDR168W	9.76944E-05	9.22342E-05	9.3213E-05	0.000104073	9.79269E-05	9.3638E-05	9.326E-05	0.000121255	0.000137913	0.000112354
YDR170C	1.72617E-05	1.91216E-05	1.83358E-05	2.02469E-05	1.37525E-05	1.54076E-05	1.39636E-05	1.3992E-05	1.57995E-05	1.5614E-05
YDR171W	4.23243E-06	2.15195E-06	1.27754E-06	1.62689E-06	4.27361E-06	4.09165E-06	2.84859E-06	4.19404E-06	4.00465E-06	1.65734E-06
YDR172W	4.20021E-06	4.31778E-06	3.35843E-06	3.84101E-06	4.26577E-06	4.59232E-06	4.34299E-06	4.73591E-06	4.52327E-06	5.05681E-06
YDR174W	0.00029299	0.00035056	0.000502697	0.000676216	0.000298556	0.000300184	0.00026366	0.000339092	0.000368851	0.000321326
YDR175C	5.27967E-05	4.76386E-05	9.0698E-05	6.98116E-05	5.00811E-05	4.81933E-05	4.36677E-05	4.24371E-05	3.85324E-05	3.08715E-05
YDR177W	0.000609491	0.000489287	0.000520345	0.000583459	0.000583508	0.000607378	0.000598309	0.000705106	0.000725663	0.000613522
YDR179C	0	0	0	0	0	0	0	0	0	0
YDR183W	0	0	0	0	0	0	0	0	0	0
YDR188W	0.000155598	0.000150137	0.000152539	0.000183949	0.000164181	0.000164691	0.000185363	0.00015468	0.00016445	0.000164235
YDR189W	4.54803E-05	5.04412E-05	4.04707E-05	4.95998E-05	4.58759E-05	4.6093E-05	4.47942E-05	4.90186E-05	5.01956E-05	4.39204E-05
YDR190C	9.67081E-05	9.21701E-05	7.76823E-05	8.65958E-05	0.000102229	0.00010034	9.58298E-05	0.000106616	0.000116904	9.00009E-05
YDR194C	4.53261E-05	3.69715E-05	6.62345E-05	7.34674E-05	5.33078E-05	4.81661E-05	5.34282E-05	3.64421E-05	3.63416E-05	7.04445E-05
YDR195W	0	0	0	0	0	0	0	0	0	0
YDR196C	7.34604E-05	2.14761E-05	2.61209E-05	2.99498E-05	1.45552E-05	1.38365E-05	1.62332E-05	1.99572E-05	2.54224E-05	1.9382E-05
YDR198C	0	0	0	0	0	0	0	0	0	0
YDR202C	0	0	0	0	0	0	0	0	0	0
YDR211W	6.1081E-05	5.42401E-05	6.45645E-05	8.17439E-05	6.41282E-05	6.68689E-05	6.78558E-05	6.29359E-05	7.03189E-05	7.43542E-05
YDR212W	7.3163E-05	6.92567E-05	7.82786E-05	9.01183E-05	8.15682E-05	7.73235E-05	8.21507E-05	7.19878E-05	8.11113E-05	7.25172E-05
YDR214W	0.00029407	0.000308498	0.000293471	0.000267955	0.000302289	0.000274681	0.000291925	0.000400311	0.000486175	0.000520303
YDR226W	0.000608107	0.000732419	0.000875435	0.00062312	0.000739451	0.000729919	0.000843245	0.00075016	0.000757231	0.000710063
YDR227W	0	0	0	0	0	0	0	0	0	0
YDR229W	9.2352E-06	9.81409E-06	8.97309E-06	1.25542E-05	0	7.33316E-06	7.11024E-06	9.77101E-06	1.26023E-05	7.92263E-06
YDR231C	2.0245E-05	2.84391E-05	2.47185E-05	1.97663E-05	2.28861E-05	2.73847E-05	2.38216E-05	2.36349E-05	2.07406E-05	1.77754E-05
YDR232W	4.51211E-05	4.46152E-05	5.26116E-05	4.94561E-05	5.64826E-05	5.41532E-05	6.33088E-05	4.16443E-05	3.81501E-05	5.5615E-05
YDR233C	0.000689996	0.000813428	0.000594134	0.000629373	0.000755988	0.000735855	0.000696294	0.000829672	0.000833127	0.000636179
YDR234W	0.000199363	0.000168474	0.000215294	0.000186828	0.000200494	0.000204209	0.000220666	0.000222542	0.000197566	0.000128623
YDR236C	3.5985E-05	3.65266E-05	0	2.28418E-05	2.58343E-05	2.42175E-05	0	2.66283E-05	3.19381E-05	3.701E-05
YDR237W	1.99737E-05	1.58637E-05	3.13215E-05	2.77602E-05	1.91113E-05	1.85792E-05	1.79227E-05	1.59433E-05	1.61909E-05	1.63931E-05
YDR238C	4.59185E-05	4.5465E-05	3.99094E-05	4.70534E-05	4.46669E-05	4.37781E-05	4.44512E-05	4.06434E-05	3.98585E-05	4.02161E-05
YDR240C	0	0	0	0	0	0	0	0	0	0
YDR245W	3.01281E-05	2.45522E-05	2.82605E-05	3.4351E-05	3.58205E-05	2.44182E-05	3.83048E-05	2.88512E-05	3.59243E-05	2.36485E-05
YDR246W	2.94599E-05	2.74993E-05	2.76621E-05	2.93814E-05	2.71595E-05	2.81153E-05	2.38224E-05	3.19609E-05	2.63061E-05	2.71397E-05
YDR248C	4.86831E-05	4.91989E-05	3.15875E-05	4.85641E-05	5.21044E-05	4.87595E-05	5.10901E-05	5.32702E-05	5.68496E-05	3.75393E-05
YDR251W	1.22064E-06	1.49689E-06	2.15052E-06	2.74546E-06	1.59156E-06	1.79861E-06	2.56107E-06	0	8.3172E-07	2.06887E-06
YDR257C	4.86144E-06	3.70422E-06	5.8833E-06	7.48256E-06	5.93603E-06	5.37774E-06	5.27172E-06	5.13755E-06	4.122E-06	4.00409E-06
YDR258C	0.000344677	0.00033397	0.000373498	0.000451933	0.00032707	0.000307691	0.000298089	0.000416243	0.000536077	0.000840702
YDR262W	0	0	0	0	0	0	0	0	0	0
YDR267C	2.72686E-05	2.8411E-05	4.44641E-05	2.41567E-05	2.78027E-05	2.73992E-05	2.96196E-05	2.71406E-05	3.60251E-05	2.15297E-05
